"Gene ID","source_id","Input Order","Organism","Genomic Location (Gene)","Input ID","Search Weight","Computed GO Component IDs","Computed GO Components","Computed GO Function IDs","Computed GO Functions","Computed GO Process IDs","Computed GO Processes","Curated GO Component IDs","Curated GO Components","Curated GO Function IDs","Curated GO Functions","Curated GO Process IDs","Curated GO Processes","EC numbers","EC numbers from OrthoMCL"
"PF3D7_0101200","PF3D7_0101200.1","5176","Plasmodium falciparum 3D7","Pf3D7_01_v3:71,624..72,426(+)","PF3D7_0101200","10","N/A","N/A","N/A","N/A","N/A","N/A","GO:0020036;GO:0030430","Maurer's cleft;host cell cytoplasm","N/A","N/A","N/A","N/A","N/A","N/A"
"PF3D7_0101300","PF3D7_0101300.1","5126","Plasmodium falciparum 3D7","Pf3D7_01_v3:74,295..75,622(+)","PF3D7_0101300","10","N/A","N/A","N/A","N/A","N/A","N/A","GO:0020036;GO:0016021","Maurer's cleft;integral component of membrane","N/A","N/A","GO:0042000","translocation of peptides or proteins into host","N/A","N/A"
"PF3D7_0101600","PF3D7_0101600.1","3956","Plasmodium falciparum 3D7","Pf3D7_01_v3:81,765..83,106(-)","PF3D7_0101600","10","GO:0016021","integral component of membrane","N/A","N/A","N/A","N/A","GO:0020036;GO:0020002;GO:0020003","Maurer's cleft;host cell plasma membrane;symbiont-containing vacuole","N/A","N/A","GO:0020033;GO:0020035;GO:0020013","antigenic variation;cytoadherence to microvasculature, mediated by symbiont protein;modulation by symbiont of host erythrocyte aggregation","N/A","N/A"
"PF3D7_0101800","PF3D7_0101800.1","4725","Plasmodium falciparum 3D7","Pf3D7_01_v3:87,203..88,177(-)","PF3D7_0101800","10","GO:0016021;GO:0016020","integral component of membrane;membrane","N/A","N/A","N/A","N/A","GO:0020036","Maurer's cleft","N/A","N/A","GO:0020013","modulation by symbiont of host erythrocyte aggregation","N/A","N/A"
"PF3D7_0101900","PF3D7_0101900.1","4185","Plasmodium falciparum 3D7","Pf3D7_01_v3:90,242..91,420(-)","PF3D7_0101900","10","GO:0016021;GO:0016020","integral component of membrane;membrane","N/A","N/A","N/A","N/A","GO:0020002","host cell plasma membrane","N/A","N/A","GO:0020033","antigenic variation","N/A","N/A"
"PF3D7_0102200","PF3D7_0102200.1","1545","Plasmodium falciparum 3D7","Pf3D7_01_v3:97,590..103,615(+)","PF3D7_0102200","10","N/A","N/A","N/A","N/A","N/A","N/A","GO:1903561;GO:0020020;GO:0020002;GO:0044228;GO:0020026;GO:0020003","extracellular vesicle;food vacuole;host cell plasma membrane;host cell surface;merozoite dense granule;symbiont-containing vacuole","GO:0005515","protein binding","GO:0050776","regulation of immune response","N/A","N/A"
"PF3D7_0102300","PF3D7_0102300.1","6024","Plasmodium falciparum 3D7","Pf3D7_01_v3:104,058..105,792(+)","PF3D7_0102300","10","N/A","N/A","N/A","N/A","N/A","N/A","GO:0020011;GO:0043657","apicoplast;host cell","N/A","N/A","N/A","N/A","N/A","N/A"
"PF3D7_0102600","PF3D7_0102600.1","2645","Plasmodium falciparum 3D7","Pf3D7_01_v3:118,812..122,534(-)","PF3D7_0102600","10","GO:0016021","integral component of membrane","GO:0005524;GO:0004672","ATP binding;protein kinase activity","GO:0006468","protein phosphorylation","GO:0020036;GO:0005737;GO:0005634","Maurer's cleft;cytoplasm;nucleus","GO:0004674","protein serine/threonine kinase activity","GO:0035556;GO:0044003;GO:0006468","intracellular signal transduction;modulation by symbiont of host process;protein phosphorylation","2.7.11.1 (Non-specific serine/threonine protein kinase)","2.7.10.- (Protein-tyrosine kinases.);2.7.11.1 (Non-specific serine/threonine protein kinase)"
"PF3D7_0102700","PF3D7_0102700.1","4832","Plasmodium falciparum 3D7","Pf3D7_01_v3:124,394..126,213(+)","PF3D7_0102700","10","N/A","N/A","N/A","N/A","N/A","N/A","GO:0009986","cell surface","N/A","N/A","N/A","N/A","N/A","N/A"
"PF3D7_0102900","PF3D7_0102900.1","2661","Plasmodium falciparum 3D7","Pf3D7_01_v3:128,569..131,554(-)","PF3D7_0102900","10","GO:0005737","cytoplasm","GO:0005524;GO:0004812;GO:0004815;GO:0003676;GO:0000166","ATP binding;aminoacyl-tRNA ligase activity;aspartate-tRNA ligase activity;nucleic acid binding;nucleotide binding","GO:0006422;GO:0006418","aspartyl-tRNA aminoacylation;tRNA aminoacylation for protein translation","GO:0017101;GO:0005829;GO:0005634","aminoacyl-tRNA synthetase multienzyme complex;cytosol;nucleus","GO:0003723;GO:0004815;GO:0042803","RNA binding;aspartate-tRNA ligase activity;protein homodimerization activity","GO:0006422","aspartyl-tRNA aminoacylation","6.1.1.12 (Aspartate--tRNA ligase)","6.1.1.12 (Aspartate--tRNA ligase)"
"PF3D7_0103000","PF3D7_0103000.1","4961","Plasmodium falciparum 3D7","Pf3D7_01_v3:131,609..134,133(-)","PF3D7_0103000","10","GO:0005737;GO:0010008","cytoplasm;endosome membrane","N/A","N/A","GO:0015031","protein transport","GO:0005771","multivesicular body","N/A","N/A","GO:0032511","late endosome to vacuole transport via multivesicular body sorting pathway","N/A","N/A"
"PF3D7_0103100","PF3D7_0103100.1","854","Plasmodium falciparum 3D7","Pf3D7_01_v3:134,155..140,371(-)","PF3D7_0103100","10","GO:0005829","cytosol","N/A","N/A","N/A","N/A","GO:1990745;GO:0000938;GO:0005794;GO:0016020","EARP complex;GARP complex;Golgi apparatus;membrane","N/A","N/A","GO:0007030;GO:0048193;GO:0032456;GO:0007041;GO:0015031;GO:0042147","Golgi organization;Golgi vesicle transport;endocytic recycling;lysosomal transport;protein transport;retrograde transport, endosome to Golgi","N/A","N/A"
"PF3D7_0103200","PF3D7_0103200.1","3533","Plasmodium falciparum 3D7","Pf3D7_01_v3:140,494..143,049(-)","PF3D7_0103200","10","GO:0016021","integral component of membrane","N/A","N/A","N/A","N/A","GO:0016021","integral component of membrane","GO:0005345;GO:0015211","purine nucleobase transmembrane transporter activity;purine nucleoside transmembrane transporter activity","GO:0006863;GO:0015860","purine nucleobase transport;purine nucleoside transmembrane transport","N/A","N/A"
"PF3D7_0103300","PF3D7_0103300.1","1857","Plasmodium falciparum 3D7","Pf3D7_01_v3:143,389..146,959(-)","PF3D7_0103300","10","GO:0005737;GO:0005622","cytoplasm;intracellular","GO:0046872","metal ion binding","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PF3D7_0103400","PF3D7_0103400.1","861","Plasmodium falciparum 3D7","Pf3D7_01_v3:147,031..152,795(-)","PF3D7_0103400","10","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","3.4.17.10 (Carboxypeptidase E)","3.4.17.- (Metallocarboxypeptidases.);3.4.17.10 (Carboxypeptidase E)"
"PF3D7_0103500","PF3D7_0103500.1","722","Plasmodium falciparum 3D7","Pf3D7_01_v3:153,669..160,630(+)","PF3D7_0103500","10","GO:0016021","integral component of membrane","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PF3D7_0103600","PF3D7_0103600.1","933","Plasmodium falciparum 3D7","Pf3D7_01_v3:160,673..166,273(+)","PF3D7_0103600","10","GO:0016021","integral component of membrane","GO:0005524;GO:0003724;GO:0003676","ATP binding;RNA helicase activity;nucleic acid binding","N/A","N/A","GO:0020011;GO:0005737;GO:0005730;GO:0005634","apicoplast;cytoplasm;nucleolus;nucleus","GO:0043138;GO:0043139;GO:0016887;GO:0003724","3'-5' DNA helicase activity;5'-3' DNA helicase activity;ATP hydrolysis activity;RNA helicase activity","N/A","N/A","3.6.4.13 (RNA helicase)","3.6.4.13 (RNA helicase)"
"PF3D7_0103700","PF3D7_0103700.1","3050","Plasmodium falciparum 3D7","Pf3D7_01_v3:166,497..168,687(+)","PF3D7_0103700","10","N/A","N/A","GO:0005524;GO:0043915;GO:0016301","ATP binding;L-seryl-tRNA(Sec) kinase activity;kinase activity","N/A","N/A","N/A","N/A","GO:0016301;GO:0000049","kinase activity;tRNA binding","N/A","N/A","2.7.1.164 (O-phosphoseryl-tRNA(Sec) kinase)","2.7.1.164 (O-phosphoseryl-tRNA(Sec) kinase)"
"PF3D7_0103800","PF3D7_0103800.1","3841","Plasmodium falciparum 3D7","Pf3D7_01_v3:168,768..171,442(-)","PF3D7_0103800","10","N/A","N/A","N/A","N/A","N/A","N/A","GO:0020036;GO:0045177;GO:0005869","Maurer's cleft;apical part of cell;dynactin complex","GO:0005200","structural constituent of cytoskeleton","N/A","N/A","N/A","N/A"
"PF3D7_0103900","PF3D7_0103900.1","2894","Plasmodium falciparum 3D7","Pf3D7_01_v3:172,470..175,055(+)","PF3D7_0103900","10","GO:0016021;GO:0016020","integral component of membrane;membrane","N/A","N/A","N/A","N/A","GO:0030134;GO:0000139;GO:0005789;GO:0005793","COPII-coated ER to Golgi transport vesicle;Golgi membrane;endoplasmic reticulum membrane;endoplasmic reticulum-Golgi intermediate compartment","GO:0005537;GO:0005515","mannose binding;protein binding","GO:0007030;GO:0007029;GO:0006888","Golgi organization;endoplasmic reticulum organization;endoplasmic reticulum to Golgi vesicle-mediated transport","N/A","N/A"
"PF3D7_0104000","PF3D7_0104000.1","5684","Plasmodium falciparum 3D7","Pf3D7_01_v3:175,609..176,376(+)","PF3D7_0104000","10","GO:0016021","integral component of membrane","N/A","N/A","GO:0007165","signal transduction","GO:0009986","cell surface","N/A","N/A","GO:0044409","entry into host","N/A","N/A"
"PF3D7_0104100","PF3D7_0104100.1","2191","Plasmodium falciparum 3D7","Pf3D7_01_v3:177,187..181,825(+)","PF3D7_0104100","10","GO:0016021","integral component of membrane","N/A","N/A","N/A","N/A","GO:0045177;GO:0045178;GO:0009986;GO:0016021;GO:0020005","apical part of cell;basal part of cell;cell surface;integral component of membrane;symbiont-containing vacuole membrane","N/A","N/A","GO:0052553","modulation by symbiont of host immune response","N/A","N/A"
"PF3D7_0104200","PF3D7_0104200.1","3357","Plasmodium falciparum 3D7","Pf3D7_01_v3:182,205..184,820(-)","PF3D7_0104200","10","N/A","N/A","N/A","N/A","N/A","N/A","GO:0044164;GO:0016021;GO:0020003","host cell cytosol;integral component of membrane;symbiont-containing vacuole","GO:0008525;GO:0008526","phosphatidylcholine transporter activity;phosphatidylinositol transfer activity","GO:2001139;GO:0015914","negative regulation of phospholipid transport;phospholipid transport","N/A","N/A"
"PF3D7_0104300","PF3D7_0104300.1","134","Plasmodium falciparum 3D7","Pf3D7_01_v3:188,420..201,324(+)","PF3D7_0104300","10","N/A","N/A","GO:0004843","thiol-dependent deubiquitinase","GO:0006511","ubiquitin-dependent protein catabolic process","GO:0005829;GO:0005634;GO:0000502","cytosol;nucleus;proteasome complex","GO:0004197;GO:0004843","cysteine-type endopeptidase activity;thiol-dependent deubiquitinase","GO:0006897;GO:0016579;GO:0009410;GO:0006511","endocytosis;protein deubiquitination;response to xenobiotic stimulus;ubiquitin-dependent protein catabolic process","3.4.19.12 (Ubiquitinyl hydrolase 1)","3.4.19.12 (Ubiquitinyl hydrolase 1)"
"PF3D7_0104400","PF3D7_0104400.1","3051","Plasmodium falciparum 3D7","Pf3D7_01_v3:201,354..204,250(+)","PF3D7_0104400","10","GO:0016021","integral component of membrane","GO:0051539;GO:0051745;GO:0046872","4 iron, 4 sulfur cluster binding;4-hydroxy-3-methylbut-2-en-1-yl diphosphate reductase activity;metal ion binding","GO:0050992;GO:0019288","dimethylallyl diphosphate biosynthetic process;isopentenyl diphosphate biosynthetic process, methylerythritol 4-phosphate pathway","GO:0020011","apicoplast","GO:0051745","4-hydroxy-3-methylbut-2-en-1-yl diphosphate reductase activity","GO:0019288","isopentenyl diphosphate biosynthetic process, methylerythritol 4-phosphate pathway","1.17.1.2 (Transferred entry: 1.17.7.4);1.17.7.4 (4-hydroxy-3-methylbut-2-enyl diphosphate reductase)","1.17.1.2 (Transferred entry: 1.17.7.4);1.17.7.4 (4-hydroxy-3-methylbut-2-enyl diphosphate reductase)"
"PF3D7_0104500","PF3D7_0104500.1","4825","Plasmodium falciparum 3D7","Pf3D7_01_v3:204,368..205,612(-)","PF3D7_0104500","10","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PF3D7_0104600","PF3D7_0104600.1","1159","Plasmodium falciparum 3D7","Pf3D7_01_v3:205,812..210,273(+)","PF3D7_0104600","10","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PF3D7_0105100","PF3D7_0105100.1","5838","Plasmodium falciparum 3D7","Pf3D7_01_v3:220,727..221,928(+)","PF3D7_0105100","10","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PF3D7_0105200","PF3D7_0105200.1","2925","Plasmodium falciparum 3D7","Pf3D7_01_v3:222,086..224,501(-)","PF3D7_0105200","10","N/A","N/A","N/A","N/A","N/A","N/A","GO:0005739","mitochondrion","GO:0003729;GO:0097177;GO:0019843","mRNA binding;mitochondrial ribosome binding;rRNA binding","N/A","N/A","N/A","N/A"
"PF3D7_0105300","PF3D7_0105300.1","5695","Plasmodium falciparum 3D7","Pf3D7_01_v3:224,638..226,017(-)","PF3D7_0105300","10","N/A","N/A","GO:0003779","actin binding","GO:0000902;GO:0007010","cell morphogenesis;cytoskeleton organization","GO:0030864","cortical actin cytoskeleton","GO:0003779;GO:0003785;GO:0008179;GO:0046983","actin binding;actin monomer binding;adenylate cyclase binding;protein dimerization activity","GO:0008154;GO:0000902;GO:0007163;GO:0045761","actin polymerization or depolymerization;cell morphogenesis;establishment or maintenance of cell polarity;regulation of adenylate cyclase activity","N/A","N/A"
"PF3D7_0105400","PF3D7_0105400.1","5856","Plasmodium falciparum 3D7","Pf3D7_01_v3:226,036..227,419(-)","PF3D7_0105400","10","GO:0016021;GO:0016020","integral component of membrane;membrane","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PF3D7_0105400","PF3D7_0105400.2","5856","Plasmodium falciparum 3D7","Pf3D7_01_v3:226,036..227,419(-)","PF3D7_0105400","10","GO:0016021","integral component of membrane","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PF3D7_0105500","PF3D7_0105500.1","4178","Plasmodium falciparum 3D7","Pf3D7_01_v3:228,485..229,519(-)","PF3D7_0105500","10","N/A","N/A","N/A","N/A","N/A","N/A","GO:0005739","mitochondrion","N/A","N/A","N/A","N/A","N/A","N/A"
"PF3D7_0105600","PF3D7_0105600.1","1309","Plasmodium falciparum 3D7","Pf3D7_01_v3:229,943..234,464(-)","PF3D7_0105600","10","GO:0016021","integral component of membrane","GO:0008168","methyltransferase activity","GO:0032259","methylation","GO:0005737;GO:0005634","cytoplasm;nucleus","GO:0004483","mRNA (nucleoside-2'-O-)-methyltransferase activity","GO:0006370;GO:0097309","7-methylguanosine mRNA capping;cap1 mRNA methylation","N/A","2.1.1.296 (Methyltransferase cap2)"
"PF3D7_0105800","PF3D7_0105800.1","2087","Plasmodium falciparum 3D7","Pf3D7_01_v3:248,434..253,057(-)","PF3D7_0105800","10","N/A","N/A","GO:0016538;GO:0000166","cyclin-dependent protein serine/threonine kinase regulator activity;nucleotide binding","GO:0007049;GO:0051301","cell cycle;cell division","GO:0005634","nucleus","N/A","N/A","N/A","N/A","N/A","N/A"
"PF3D7_0105900","PF3D7_0105900.1","3445","Plasmodium falciparum 3D7","Pf3D7_01_v3:253,089..255,771(+)","PF3D7_0105900","10","N/A","N/A","GO:0008408;GO:0003676","3'-5' exonuclease activity;nucleic acid binding","GO:0006139","nucleobase-containing compound metabolic process","GO:0005737;GO:0005634","cytoplasm;nucleus","GO:0008408;GO:0003677","3'-5' exonuclease activity;DNA binding","N/A","N/A","3.1.11.- (Exodeoxyribonucleases producing 5'-phosphomonoesters.);3.1.11.1 (Exodeoxyribonuclease I)","3.1.11.- (Exodeoxyribonucleases producing 5'-phosphomonoesters.);3.1.11.1 (Exodeoxyribonuclease I);3.1.11.2 (Exodeoxyribonuclease III)"
"PF3D7_0106000","PF3D7_0106000.1","1850","Plasmodium falciparum 3D7","Pf3D7_01_v3:255,113..258,624(-)","PF3D7_0106000","10","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PF3D7_0106100","PF3D7_0106100.1","3805","Plasmodium falciparum 3D7","Pf3D7_01_v3:260,105..262,008(-)","PF3D7_0106100","10","GO:0033180","proton-transporting V-type ATPase, V1 domain","GO:0015078","proton transmembrane transporter activity","GO:1902600","proton transmembrane transport","GO:0005753;GO:0005634;GO:0000221","mitochondrial proton-transporting ATP synthase complex;nucleus;vacuolar proton-transporting V-type ATPase, V1 domain","GO:0008553;GO:0046961","P-type proton-exporting transporter activity;proton-transporting ATPase activity, rotational mechanism","GO:0015986","ATP synthesis coupled proton transport","3.6.3.14 (Transferred entry: 7.1.2.2)","3.6.1.- (In phosphorus-containing anhydrides.);3.6.1.34 (Transferred entry: 7.1.2.2);3.6.3.14 (Transferred entry: 7.1.2.2);3.6.3.15 (Transferred entry: 7.2.2.1)"
"PF3D7_0106200","PF3D7_0106200.1","5298","Plasmodium falciparum 3D7","Pf3D7_01_v3:262,750..264,323(-)","PF3D7_0106200","10","GO:0005737","cytoplasm","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","2.7.11.1 (Non-specific serine/threonine protein kinase)"
"PF3D7_0106300","PF3D7_0106300.1","1304","Plasmodium falciparum 3D7","Pf3D7_01_v3:264,487..270,234(-)","PF3D7_0106300","10","GO:0016021","integral component of membrane","GO:0005524;GO:0000166","ATP binding;nucleotide binding","N/A","N/A","N/A","N/A","GO:0016887;GO:0005388;GO:0008553;GO:0003723","ATP hydrolysis activity;P-type calcium transporter activity;P-type proton-exporting transporter activity;RNA binding","GO:0070588;GO:0006816;GO:0006874;GO:0042493;GO:0009410","calcium ion transmembrane transport;calcium ion transport;cellular calcium ion homeostasis;response to drug;response to xenobiotic stimulus","3.6.3.8 (Transferred entry: 7.2.2.10)","2.7.1.26 (Riboflavin kinase);3.6.3.6 (Transferred entry: 7.1.2.1);3.6.3.8 (Transferred entry: 7.2.2.10);7.2.2.10 (P-type Ca(2+) transporter);7.2.2.14 (P-type Mg(2+) transporter)"
"PF3D7_0106400","PF3D7_0106400.1","5736","Plasmodium falciparum 3D7","Pf3D7_01_v3:272,296..273,701(+)","PF3D7_0106400","10","N/A","N/A","N/A","N/A","GO:0006364","rRNA processing","N/A","N/A","N/A","N/A","GO:0000462","maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)","N/A","N/A"
"PF3D7_0106500","PF3D7_0106500.1","1070","Plasmodium falciparum 3D7","Pf3D7_01_v3:274,094..278,747(+)","PF3D7_0106500","10","N/A","N/A","GO:0016740","transferase activity","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PF3D7_0106600","PF3D7_0106600.1","4635","Plasmodium falciparum 3D7","Pf3D7_01_v3:279,115..280,014(+)","PF3D7_0106600","10","GO:0005737;GO:0005622","cytoplasm;intracellular","GO:0005525;GO:0003924;GO:0003743","GTP binding;GTPase activity;translation initiation factor activity","GO:0006412;GO:0006413","translation;translational initiation","GO:0044538","host cell periphery","N/A","N/A","N/A","N/A","N/A","N/A"
"PF3D7_0106700","PF3D7_0106700.1","1038","Plasmodium falciparum 3D7","Pf3D7_01_v3:280,595..285,875(+)","PF3D7_0106700","10","GO:0005634","nucleus","N/A","N/A","GO:0042254","ribosome biogenesis","GO:0030686;GO:0005886","90S preribosome;plasma membrane","GO:0005525;GO:0003924;GO:0034511","GTP binding;GTPase activity;U3 snoRNA binding","GO:0000479;GO:0000462","endonucleolytic cleavage of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA);maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)","N/A","N/A"
"PF3D7_0106800","PF3D7_0106800.1","5303","Plasmodium falciparum 3D7","Pf3D7_01_v3:286,637..289,063(+)","PF3D7_0106800","10","N/A","N/A","GO:0005525;GO:0003924","GTP binding;GTPase activity","N/A","N/A","GO:0005829;GO:0030139;GO:0012505;GO:0005768","cytosol;endocytic vesicle;endomembrane system;endosome","GO:0003924","GTPase activity","GO:0006886;GO:0007264","intracellular protein transport;small GTPase mediated signal transduction","3.6.5.2 (Small monomeric GTPase)","3.1.4.12 (Sphingomyelin phosphodiesterase);3.6.5.2 (Small monomeric GTPase)"
"PF3D7_0106900","PF3D7_0106900.1","2331","Plasmodium falciparum 3D7","Pf3D7_01_v3:289,849..292,802(+)","PF3D7_0106900","10","N/A","N/A","GO:0050518;GO:0003824;GO:0070567","2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase activity;catalytic activity;cytidylyltransferase activity","GO:0008299","isoprenoid biosynthetic process","GO:0020011","apicoplast","GO:0050518","2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase activity","GO:0035690;GO:0009410","cellular response to drug;response to xenobiotic stimulus","2.7.7.60 (2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase)","2.7.7.60 (2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase)"
"PF3D7_0107000","PF3D7_0107000.1","5654","Plasmodium falciparum 3D7","Pf3D7_01_v3:293,262..295,139(+)","PF3D7_0107000","10","N/A","N/A","GO:0005509","calcium ion binding","N/A","N/A","GO:0005814;GO:0005813","centriole;centrosome","GO:0005509","calcium ion binding","GO:0007099;GO:0000278","centriole replication;mitotic cell cycle","N/A","1.3.1.74 (2-alkenal reductase (NAD(P)(+)));1.6.3.1 (NAD(P)H oxidase (H(2)O(2)-forming));2.7.11.1 (Non-specific serine/threonine protein kinase)"
"PF3D7_0107100","PF3D7_0107100.1","3019","Plasmodium falciparum 3D7","Pf3D7_01_v3:295,177..296,959(-)","PF3D7_0107100","10","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PF3D7_0107200","PF3D7_0107200.1","4246","Plasmodium falciparum 3D7","Pf3D7_01_v3:297,189..299,513(+)","PF3D7_0107200","10","N/A","N/A","N/A","N/A","N/A","N/A","GO:0005634","nucleus","GO:0004518","nuclease activity","N/A","N/A","N/A","3.1.13.4 (Poly(A)-specific ribonuclease)"
"PF3D7_0107300","PF3D7_0107300.1","3715","Plasmodium falciparum 3D7","Pf3D7_01_v3:299,464..301,151(-)","PF3D7_0107300","10","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PF3D7_0107400","PF3D7_0107400.1","5759","Plasmodium falciparum 3D7","Pf3D7_01_v3:302,509..304,236(+)","PF3D7_0107400","10","GO:0016021","integral component of membrane","N/A","N/A","N/A","N/A","GO:0005739","mitochondrion","N/A","N/A","N/A","N/A","N/A","N/A"
